1
10
5065
210388
200	200	200	3	200	200	200
282,311931803036	264,781105222544	257,47653709607	9	192,763328129781	167,733485935132	166,162109312677
228,113876924903	249,82686615541	236,899541358882	15	199,164459690994	192,594762957932	164,252657822451
169,865724570055	225,393646827617	245,499085795832	21	116,319532979429	208,493641441918	178,71921019569
239,138620597841	292,847605139412	166,708653544406	27	201,711645397223	285,954196558313	140,167879611332
178,408756981794	188,587179169332	144,448610881552	33	190,663977382082	168,825067611795	204,16275593646
8
0	2	Frozen Staff	item_weapon2	3	5	65	2	79	3	53
1	3	Wild Wand	item_offhand3	3	3	62	2	60	0	80
2	3	Wild Helmet	item_head3	3	3	80	4	59	0	12
3	3	Wild Mantle	item_shoulders3	3	3	47	1	19	0	24
4	3	Wild Robe	item_chest3	3	3	53	4	80	0	80
5	2	Frozen Gloves	item_hands2	3	2	80	6	80	0	80
6	3	Wild Pants	item_legs3	3	2	80	3	48	0	42
7	2	Frozen Boots	item_feet2	3	2	11	3	80	0	80
9
0	3	3	Wild Mantle	item_shoulders3	2	1	80	6	75
1	8	252,562582284474	137,029967008638	101,701219473826	9	289,230976621262	276,436496794427	110,038788900729	0	3
3	8	154,190216331831	281,047290368493	143,700052818144	4	256,758488042633	261,959183291513	191,349240434984	0	2
4	5	3	Wild Gloves	item_hands3	3	5	40	6	31	2	80
5	8	190,83435541989	171,62875427009	207,384875816007	23	247,141277183379	211,524695372919	159,521524891966	0	1
6	8	237,969435745836	186,966395767856	152,769094800003	39	158,280443217736	190,958467610627	191,392805260323	0	4
7	8	194,563653177844	168,396808332017	294,119124111775	41	170,312502733577	259,236999395879	157,147141200093	0	5
8	8	215,120392905139	100,758769922312	248,513899812714	14	255,103246567353	191,279075616635	174,688495357841	0	0
9	8	219,323148983216	212,36584082356	183,196165567821	44	182,393655708243	190,937121510942	162,602510495392	0	0
